State,Year,population,property_crime_rate,burglary_rate,larceny_rate,motor_theft_rate,violent_crime_rate,assault_rate,murder_rate,rape_rate,robbery_rate,Data.Totals.Property.All,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Property.Motor,Data.Totals.Violent.All,Data.Totals.Violent.Assault,Data.Totals.Violent.Murder,Data.Totals.Violent.Rape,Data.Totals.Violent.Robbery,Unemployment_rate
District of Columbia,2005,582049,4490.0,614.6,2549.0,1326.0,1380.0,682.2,33.5,28.5,635.7,26133,3577,14836,7720,8032,3971,195,166,3700,7.0
District of Columbia,2006,581530,4653.9,659.5,2735.5,1258.9,1508.4,789.1,29.1,31.8,658.4,27064,3835,15908,7321,8772,4589,169,185,3829,6.3
District of Columbia,2007,588292,4916.3,667.4,2956.0,1292.9,1415.1,626.7,30.8,32.6,725.0,28922,3926,17390,7606,8325,3687,181,192,4265,6.0
District of Columbia,2008,591833,5104.6,640.0,3372.2,1092.4,1437.7,626.4,31.4,31.4,748.5,30211,3788,19958,6465,8509,3707,186,186,4430,6.8
District of Columbia,2009,599657,4751.9,616.4,3213.0,922.5,1348.9,565.3,24.2,25.0,734.4,28495,3696,19267,5532,8089,3390,145,150,4404,10.0
District of Columbia,2010,604912,4761.4,699.8,3225.9,835.7,1326.8,559.1,21.8,30.9,715.0,28802,4233,19514,5055,8026,3382,132,187,4325,10.0
District of Columbia,2011,619020,4790.5,622.0,3448.5,720.0,1200.8,494.0,17.4,27.9,661.4,29654,3850,21347,4457,7433,3058,108,173,4094,10.2
District of Columbia,2012,632323,4860.8,556.5,3725.3,579.0,1243.7,554.1,13.9,37.3,638.3,30736,3519,23556,3661,7864,3504,88,236,4036,9.0
District of Columbia,2013,646449,4808.3,513.0,3795.0,500.3,1300.3,592.5,15.9,61.1,630.8,31083,3316,24533,3234,8406,3830,103,395,4078,8.4
District of Columbia,2014,658893,5182.5,526.0,4082.3,574.1,1244.4,626.1,15.9,71.6,530.7,34147,3466,26898,3783,8199,4125,105,472,3497,7.7
District of Columbia,2015,672228,4676.2,442.0,3748.7,485.5,1269.1,614.8,24.1,73.5,556.7,31435,2971,25200,3264,8531,4133,162,494,3742,6.9
District of Columbia,2016,681170,4802.9,346.6,4019.8,436.5,1205.9,596.5,20.4,78.1,510.9,32716,2361,27382,2973,8214,4063,139,532,3480,6.2
District of Columbia,2017,693972,4283.9,260.7,3650.4,372.8,1004.9,546.3,16.7,64.0,378.0,29729,1809,25333,2587,6974,3791,116,444,2623,6.1
District of Columbia,2018,702455,4373.8,254.5,3750.1,369.1,995.9,565.3,22.8,64.1,343.8,30724,1788,26343,2593,6996,3971,160,450,2415,5.7
District of Columbia,2019,705749,4367.1,261.1,3775.4,330.6,1049.0,592.1,23.5,48.9,384.4,30821,1843,26645,2333,7403,4179,166,345,2713,5.5
Florida,2000,15982378,4882.7,1081.8,3242.9,558.0,812.0,563.2,5.6,44.2,199.0,780377,172898,518298,89181,129777,90008,903,7057,31809,3.8
Florida,2001,16373330,4779.2,1075.2,3154.8,549.2,798.3,551.7,5.3,40.6,200.7,782517,176052,516548,89917,130713,90331,874,6641,32867,4.4
Florida,2002,16691701,4656.4,1061.9,3064.3,530.3,771.2,530.1,5.5,40.5,195.2,777236,177242,511478,88516,128721,88476,911,6753,32581,4.9
Florida,2003,16999181,4457.3,1003.8,2973.6,479.8,731.1,500.6,5.4,39.6,185.4,757696,170644,505489,81563,124280,85106,924,6727,31523,4.5
Florida,2004,17385430,4182.5,956.7,2775.2,450.5,711.8,495.8,5.4,38.0,172.5,727141,166332,482484,78325,123754,86199,946,6612,29997,3.8
Florida,2005,17768191,4013.0,927.4,2662.0,424.0,709.0,497.2,5.0,37.1,169.6,712998,164783,472912,75303,125957,88341,883,6592,30141,2.9
Florida,2006,18089888,3986.2,944.6,2619.0,422.6,716.4,485.6,6.2,35.8,188.8,721101,170873,473774,76454,129602,87851,1129,6475,34147,2.5
Florida,2007,18251243,4088.8,996.3,2689.0,403.4,722.6,473.2,6.6,33.7,209.1,746249,181836,490783,73630,131878,86372,1202,6149,38155,3.3
Florida,2008,18328340,4140.5,1028.3,2765.7,346.5,688.9,452.0,6.4,32.6,197.9,758889,188472,506902,63515,126256,82848,1168,5972,36268,5.7
Florida,2009,18537969,3840.8,981.1,2588.6,271.1,612.5,410.6,5.5,29.7,166.7,712010,181884,479867,50259,113541,76112,1017,5501,30911,9.6
Florida,2010,18838613,3551.4,897.7,2433.6,220.1,541.3,369.0,5.2,28.5,138.5,669035,169119,458454,41462,101969,69523,987,5373,26086,10.8
Florida,2011,19082262,3517.4,891.8,2418.0,207.6,514.6,347.5,5.2,27.6,134.3,671200,170171,461408,39621,98198,66319,984,5273,25622,10.0
Florida,2012,19317568,3276.7,794.9,2288.6,193.2,487.1,330.9,5.2,27.2,123.7,632988,153563,442095,37330,94087,63929,1009,5260,23889,8.6
Florida,2013,19552860,3105.3,710.5,2216.3,178.6,470.4,312.3,5.0,34.6,118.7,607172,138916,433344,34912,91986,61054,972,6760,23200,7.5
Florida,2014,19893297,3415.5,719.9,2481.5,214.0,540.5,366.4,5.8,43.0,125.2,679446,143220,493647,42579,107521,72895,1149,8563,24914,6.4
Florida,2015,20271272,2813.2,539.0,2073.6,200.6,461.9,315.2,5.1,37.3,104.3,570270,109268,420341,40661,93626,63895,1041,7553,21137,5.5
Florida,2016,20612439,2686.8,486.7,1990.8,209.3,430.3,290.2,5.4,36.9,97.9,553812,100325,410352,43135,88700,59816,1111,7598,20175,4.9
Florida,2017,20984400,2512.4,423.4,1884.5,204.5,408.0,276.5,5.0,37.8,88.6,527220,88853,395453,42914,85625,58031,1057,7940,18597,4.3
Florida,2018,21299325,2281.8,337.7,1750.8,193.3,384.9,260.8,5.2,39.6,79.3,486017,71933,372919,41165,81980,55551,1107,8438,16884,3.6
Florida,2019,21477737,2145.7,295.2,1668.7,181.8,378.4,258.3,5.2,39.4,75.5,460846,63396,358402,39048,81270,55475,1122,8456,16217,3.3
Georgia,2000,8186453,4246.4,836.6,2937.0,472.8,504.7,310.9,8.0,24.0,161.9,347630,68488,240440,38702,41319,25450,651,1968,13250,3.5
Georgia,2001,8405677,4138.5,854.2,2837.2,447.2,495.7,291.4,7.1,25.9,171.3,347872,71799,238484,37589,41671,24491,598,2180,14402,4.1
Georgia,2002,8544005,4056.2,865.3,2745.7,445.2,459.6,270.7,7.1,24.7,157.2,346559,73932,234591,38036,39271,23125,606,2108,13432,5.3
Georgia,2003,8676460,4259.7,910.5,2849.0,500.1,454.5,259.3,7.6,25.7,161.9,369589,79001,247196,43392,39435,22501,657,2234,14043,5.1
Georgia,2004,8918129,4223.5,930.6,2796.8,496.0,451.0,264.2,6.9,26.8,153.1,376656,82992,249426,44238,40217,23561,613,2387,13656,5.1
Georgia,2005,9132553,4145.0,924.9,2733.0,487.0,446.0,262.5,6.2,23.5,153.7,378534,84463,249594,44477,40725,23977,564,2143,14041,5.7
Georgia,2006,9363941,3873.5,909.2,2503.7,460.6,477.9,282.7,6.5,23.2,165.6,362712,85140,234445,43127,44754,26469,605,2169,15511,5.1
Georgia,2007,9544750,3889.6,946.0,2498.1,445.5,491.5,279.8,7.5,23.0,181.2,371248,90294,238436,42518,46917,26708,720,2198,17291,4.9
Georgia,2008,9685744,4005.0,1038.3,2557.5,409.3,488.9,274.3,6.6,24.1,183.9,387917,100564,247709,39644,47353,26571,640,2334,17808,6.8
Georgia,2009,9829211,3672.6,1003.2,2332.0,337.4,428.0,249.8,5.8,23.6,148.9,360985,98606,229216,33163,42073,24553,566,2323,14631,10.4
Georgia,2010,9712157,3639.2,998.2,2328.6,312.4,402.3,247.5,5.7,21.7,127.4,353449,96947,226161,30341,39068,24034,555,2107,12372,10.7
Georgia,2011,9812460,3640.6,978.5,2359.7,302.5,374.6,223.0,5.6,21.1,125.0,357235,96014,231543,29678,36762,21881,549,2066,12266,10.1
Georgia,2012,9919945,3410.6,874.9,2248.0,287.7,378.9,226.0,5.9,21.4,125.6,338329,86789,223004,28536,37591,22423,581,2124,12463,9.0
Georgia,2013,9992167,3346.6,823.2,2254.9,268.5,365.7,209.3,5.6,25.8,125.0,334399,82258,225315,26826,36541,20915,556,2582,12488,8.1
Georgia,2014,10097343,3281.2,756.9,2258.4,266.0,377.3,218.4,5.7,30.2,123.0,331316,76428,228034,26854,38097,22052,580,3048,12417,7.1
Georgia,2015,10214860,3022.3,649.8,2113.3,259.2,378.3,220.8,6.0,31.6,119.9,308723,66374,215867,26482,38643,22557,615,3224,12247,6.1
Georgia,2016,10310371,3004.5,614.4,2130.1,259.9,397.6,238.5,6.6,34.0,118.4,309770,63344,219625,26801,40990,24595,681,3509,12205,5.4
Georgia,2017,10429379,2860.2,530.9,2077.4,251.8,357.2,228.1,6.7,26.1,96.3,298298,55374,216661,26263,37258,23793,703,2718,10044,4.8
Georgia,2018,10519475,2573.7,431.3,1907.0,235.4,326.6,216.6,6.1,25.2,78.7,270738,45369,200609,24760,34355,22783,642,2651,8279,4.0
Georgia,2019,10617423,2375.8,372.1,1779.8,223.9,340.7,232.0,6.2,27.5,75.0,252249,39506,188967,23776,36170,24633,654,2922,7961,3.6
Hawaii,2000,1211537,4955.1,880.3,3570.2,504.6,243.8,119.7,2.9,28.6,92.7,60033,10665,43254,6114,2954,1450,35,346,1123,4.2
Hawaii,2001,1227024,5120.5,909.7,3661.3,549.5,254.0,125.0,2.6,33.3,93.1,62830,11162,44925,6743,3117,1534,32,409,1142,4.3
Hawaii,2002,1240663,5801.4,1025.4,3977.2,798.8,262.9,133.5,1.9,30.0,97.5,71976,12722,49344,9910,3262,1656,24,372,1210,4.0
Hawaii,2003,1248755,5274.6,913.6,3588.1,772.8,272.3,147.6,1.8,29.4,93.5,65867,11409,44807,9651,3400,1843,22,367,1168,3.9
Hawaii,2004,1262124,4795.5,857.8,3254.7,683.0,254.6,150.8,2.6,26.4,74.8,60525,10827,41078,8620,3213,1903,33,333,944,3.3
Hawaii,2005,1273278,4800.0,769.0,3313.0,717.0,256.0,148.0,1.9,26.9,78.6,61115,9792,42188,9135,3253,1885,24,343,1001,2.8
Hawaii,2006,1285498,4219.9,678.6,2939.3,602.0,280.7,162.6,1.6,27.5,89.0,54247,8724,37784,7739,3608,2090,21,353,1144,2.5
Hawaii,2007,1283388,4119.3,708.2,2921.5,489.6,276.1,157.5,1.9,29.4,87.4,52866,9089,37494,6283,3544,2021,24,377,1122,2.7
Hawaii,2008,1288198,3566.5,730.0,2439.4,397.1,272.5,158.1,2.0,28.2,84.2,45944,9404,31424,5116,3510,2036,26,363,1085,4.0
Hawaii,2009,1295178,3668.7,713.7,2580.0,375.0,274.1,163.1,1.8,29.7,79.5,47516,9244,33415,4857,3550,2112,23,385,1030,6.7
Hawaii,2010,1363359,3349.6,638.6,2323.7,387.3,264.3,156.7,1.8,27.7,78.1,45667,8706,31681,5280,3603,2136,25,377,1065,6.8
Hawaii,2011,1378129,3183.6,592.5,2266.8,324.3,251.4,152.2,1.5,25.6,72.1,43874,8165,31240,4469,3465,2098,20,353,994,6.8
Hawaii,2012,1392313,3075.2,573.1,2243.2,258.9,239.2,141.9,2.1,20.5,74.7,42817,7979,31233,3605,3330,1976,29,285,1040,5.9
Hawaii,2013,1404054,3053.7,536.5,2254.8,262.4,251.6,142.2,1.5,27.4,80.6,42875,7533,31658,3684,3533,1996,21,385,1131,4.8
Hawaii,2014,1419561,3050.0,547.9,2228.9,273.3,259.2,148.1,1.8,31.3,78.0,43297,7778,31640,3879,3680,2102,26,445,1107,4.2
Hawaii,2015,1431603,3796.2,458.0,2934.5,403.7,293.4,168.9,1.3,39.2,84.0,54346,6557,42010,5779,4201,2418,19,561,1203,3.4
Hawaii,2016,1428557,2992.7,421.2,2175.8,395.8,309.2,193.8,2.5,43.3,69.6,42753,6017,31082,5654,4417,2769,35,619,994,2.9
Hawaii,2017,1427538,2829.5,388.7,2071.7,369.1,250.6,132.7,2.7,39.7,75.4,40392,5549,29574,5269,3577,1894,39,567,1077,2.2
Hawaii,2018,1420491,2870.3,396.4,2076.2,397.7,248.6,135.5,2.5,44.0,66.6,40772,5631,29492,5649,3532,1925,36,625,946,2.4
Hawaii,2019,1415872,2841.2,377.2,2093.0,371.1,285.5,148.2,3.4,54.0,79.9,40228,5340,29634,5254,4042,2098,48,765,1131,2.5
Idaho,2000,1293953,2933.7,566.5,2206.0,161.2,252.5,204.3,1.2,29.7,17.2,37961,7330,28545,2086,3267,2644,16,384,223,4.7
Idaho,2001,1320585,2891.2,568.5,2141.9,180.9,243.1,190.1,2.3,32.2,18.6,38181,7507,28285,2389,3211,2511,30,425,245,5.1
Idaho,2002,1343124,2913.2,554.0,2163.6,195.6,254.6,197.0,2.7,37.0,17.9,39128,7441,29060,2627,3419,2646,36,497,240,5.6
Idaho,2003,1367034,2929.1,573.3,2162.3,193.6,245.9,187.0,1.9,39.1,17.9,40042,7837,29559,2646,3362,2556,26,535,245,5.6
Idaho,2004,1395140,2781.0,549.8,2034.8,196.3,247.4,185.4,2.2,42.6,17.3,38799,7671,28389,2739,3452,2586,31,594,241,4.9
Idaho,2005,1429367,2697.0,564.3,1931.0,202.0,257.0,195.3,2.4,40.4,18.6,38556,8066,27606,2884,3670,2792,35,577,266,4.0
Idaho,2006,1466465,2395.9,514.5,1715.3,166.1,250.0,185.9,2.4,41.7,20.0,35135,7545,25154,2436,3666,2726,35,611,294,3.4
Idaho,2007,1499402,2275.8,475.6,1649.1,151.1,256.2,196.2,3.3,40.5,16.2,34124,7131,24727,2266,3841,2942,49,607,243,3.1
Idaho,2008,1523816,2096.1,442.8,1544.3,108.9,241.5,186.3,1.5,38.0,15.7,31940,6748,23532,1660,3680,2839,23,579,239,5.0
Idaho,2009,1545801,2019.7,432.3,1492.2,95.2,246.2,191.0,1.6,37.2,16.4,31220,6682,23066,1472,3805,2952,24,575,254,8.7
Idaho,2010,1571102,2000.9,414.5,1501.7,84.6,220.5,171.6,1.4,33.9,13.6,31436,6513,23594,1329,3464,2696,22,533,213,8.8
Idaho,2011,1583744,2075.8,436.6,1555.1,84.0,202.2,160.1,2.2,28.0,11.9,32875,6915,24629,1331,3202,2535,35,444,188,8.2
Idaho,2012,1595728,1983.5,450.3,1447.7,85.5,207.9,160.9,1.8,30.0,15.2,31651,7186,23101,1364,3318,2567,29,479,243,7.4
Idaho,2013,1612136,1864.3,411.9,1357.1,95.3,217.0,161.0,1.7,40.6,13.6,30055,6640,21879,1536,3498,2596,27,655,220,6.8
Idaho,2014,1634464,1854.8,393.3,1359.9,101.6,212.2,160.5,2.0,37.3,12.5,30316,6428,22227,1661,3468,2623,32,609,204,4.4
Idaho,2015,1654930,1743.8,370.0,1260.7,113.1,215.6,160.1,1.9,41.9,11.6,28858,6124,20863,1871,3568,2650,32,694,192,3.9
Idaho,2016,1683140,1744.2,375.4,1245.4,123.4,230.3,172.0,2.9,42.7,12.7,29357,6318,20962,2077,3876,2895,49,719,213,3.7
Idaho,2017,1716943,1635.4,329.4,1181.1,125.0,226.4,172.0,1.9,41.2,11.4,28079,5655,20278,2146,3888,2953,32,707,196,3.2
Idaho,2018,1754208,1461.4,281.6,1067.8,112.0,227.1,168.6,2.0,45.1,11.4,25636,4940,18732,1964,3983,2957,35,791,200,2.9
Idaho,2019,1787065,1219.5,219.7,911.8,87.9,223.8,167.9,2.0,45.3,8.7,21793,3927,16295,1571,4000,3001,35,809,155,2.9
Illinois,2000,12419293,3585.4,659.1,2521.6,404.7,653.8,408.5,7.2,31.6,206.5,445278,81850,313161,50267,81196,50731,898,3926,25641,4.4
Illinois,2001,12520227,3471.6,632.2,2450.1,389.2,633.1,394.1,7.8,32.0,199.1,434648,79158,306757,48733,79270,49347,982,4010,24931,5.4
Illinois,2002,12586447,3420.2,647.0,2417.1,356.0,601.9,358.4,7.6,34.7,201.1,430479,81440,304227,44812,75759,45114,961,4370,25314,6.6
Illinois,2003,12649087,3287.9,619.4,2339.4,329.1,556.4,328.1,7.1,33.1,188.0,415885,78345,295907,41633,70376,41506,895,4189,23786,6.7
Illinois,2004,12712016,3174.1,598.6,2257.9,317.6,545.7,328.7,6.1,33.2,177.6,403486,76088,287025,40373,69365,41783,780,4220,22582,6.2
Illinois,2005,12765427,3092.0,608.2,2175.0,308.0,552.0,330.3,6.0,33.8,182.2,394670,77635,277662,39373,70496,42158,770,4313,23255,5.7
Illinois,2006,12831970,3019.6,602.1,2124.2,293.3,541.6,318.4,6.1,31.8,185.3,387478,77259,272578,37641,69498,40858,780,4078,23782,4.6
Illinois,2007,12852548,2935.8,587.6,2084.5,263.7,533.2,315.7,5.9,31.9,179.7,377322,75524,267911,33887,68528,40573,752,4103,23100,5.1
Illinois,2008,12901563,2932.6,612.1,2068.1,252.5,525.4,300.9,6.1,31.9,186.4,378355,78968,266815,32572,67780,38818,790,4118,24054,6.5
Illinois,2009,12910409,2736.9,603.0,1927.3,206.6,497.2,283.4,6.0,30.2,177.6,353347,77850,248821,26676,64185,36588,773,3901,22923,10.2
Illinois,2010,12841980,2718.1,603.3,1889.7,225.1,444.9,256.8,5.5,23.9,158.7,349064,77472,242681,28911,57132,32976,704,3066,20386,10.5
Illinois,2011,12859752,2678.7,604.4,1845.8,228.5,424.0,237.1,6.1,23.6,157.2,344468,77719,237362,29387,54523,30495,781,3030,20217,9.8
Illinois,2012,12875255,2578.7,552.2,1826.9,199.5,414.8,230.0,5.8,27.7,151.2,332013,71101,235222,25690,53403,29618,744,3570,19471,9.0
Illinois,2013,12882135,2274.3,452.1,1659.8,162.5,380.2,204.0,5.5,33.1,137.6,292983,58237,213813,20933,48974,26283,706,4263,17722,9.1
Illinois,2014,12880580,2075.9,388.2,1552.2,135.5,370.0,213.7,5.3,32.3,118.8,267385,50008,199926,17451,47663,27520,685,4159,15299,7.2
Illinois,2015,12859995,1988.6,361.1,1490.2,137.3,383.8,224.6,5.8,37.5,115.9,255729,46443,191634,17652,49354,28879,744,4821,14910,6.0
Illinois,2016,12801539,2049.0,374.9,1518.6,155.5,436.3,250.5,8.2,38.3,139.3,262306,47989,194407,19910,55854,32065,1054,4908,17827,5.9
Illinois,2017,12802023,2011.4,339.5,1508.8,163.1,438.8,250.4,7.8,43.4,137.2,257497,43459,193157,20881,56180,32060,997,5556,17567,4.9
Illinois,2018,12741080,1932.8,306.7,1472.3,153.8,404.1,239.7,6.9,46.0,111.5,246264,39080,187591,19593,51490,30539,884,5859,14208,4.4
Illinois,2019,12671821,1846.5,271.7,1426.6,148.2,406.9,254.0,6.6,48.0,98.4,233984,34433,180776,18775,51561,32187,832,6078,12464,4.0
Indiana,2000,6080485,3402.8,676.1,2379.9,346.8,349.1,211.1,5.8,28.9,103.3,206905,41108,144707,21090,21230,12837,352,1759,6282,3.0
Indiana,2001,6126743,3452.9,697.9,2404.1,350.9,371.1,219.3,6.7,28.0,117.0,211548,42758,147291,21499,22734,13434,413,1716,7171,4.2
Indiana,2002,6156913,3394.0,692.0,2372.5,329.5,357.3,214.1,5.9,29.9,107.4,208965,42605,146073,20287,22001,13184,362,1843,6612,5.2
Indiana,2003,6199571,3355.7,670.7,2349.9,335.0,352.3,215.9,5.5,27.7,103.2,208039,41582,145686,20771,21842,13383,338,1720,6401,5.3
Indiana,2004,6226537,3403.6,677.2,2387.7,338.7,325.9,189.5,5.1,29.0,102.4,211929,42168,148670,21091,20294,11802,316,1803,6373,5.4
Indiana,2005,6266019,3460.0,698.3,2414.0,347.0,324.0,180.0,5.7,29.6,108.7,216778,43756,151278,21744,20302,11281,356,1856,6809,5.4
Indiana,2006,6313520,3449.5,721.3,2386.2,342.0,321.6,173.5,5.7,28.7,113.6,217783,45538,150655,21590,20303,10956,361,1811,7175,5.0
Indiana,2007,6345289,3370.8,732.6,2332.4,305.8,335.8,179.3,5.5,27.4,123.6,213887,46485,147999,19403,21310,11377,350,1738,7845,4.6
Indiana,2008,6376792,3350.3,765.4,2310.5,274.4,337.6,186.8,5.0,26.8,118.9,213639,48805,147334,17500,21525,11912,322,1711,7580,5.9
Indiana,2009,6423113,3112.3,761.0,2135.9,215.4,334.0,189.5,4.9,25.2,114.4,199907,48880,137190,13837,21455,12175,312,1621,7347,10.5
Indiana,2010,6490622,3070.2,748.3,2113.9,208.0,323.3,191.0,4.1,27.1,101.1,199274,48570,137204,13500,20983,12396,268,1760,6559,10.1
Indiana,2011,6516353,3161.5,776.1,2158.1,227.4,331.8,193.0,4.7,27.0,107.1,206016,50571,140630,14815,21619,12578,306,1758,6977,8.9
Indiana,2012,6537334,3029.2,728.3,2092.0,209.0,345.7,214.6,4.7,25.5,100.9,198032,47612,136759,13661,22602,14027,310,1667,6598,8.2
Indiana,2013,6570902,2854.0,653.0,1984.9,216.2,357.4,211.3,5.4,32.6,108.2,187536,42909,130423,14204,23487,13882,355,2142,7108,7.5
Indiana,2014,6596855,2649.4,559.3,1880.0,210.1,365.3,222.6,5.0,33.1,104.5,174776,36893,124022,13861,24099,14686,330,2186,6897,5.9
Indiana,2015,6619680,2596.0,519.8,1872.0,204.2,387.5,238.2,5.6,36.3,107.4,171847,34410,123918,13519,25653,15765,373,2404,7111,4.8
Indiana,2016,6633053,2589.4,514.0,1853.3,222.1,404.7,249.9,6.6,37.7,110.5,171759,34097,122931,14731,26845,16575,439,2501,7330,4.4
Indiana,2017,6666818,2416.9,452.1,1733.8,231.0,399.0,254.6,6.0,39.4,99.0,161132,30140,115591,15401,26598,16976,397,2625,6600,3.5
Indiana,2018,6691878,2179.3,377.6,1572.7,229.1,382.3,251.6,6.5,35.4,88.7,145838,25268,105242,15328,25581,16834,438,2370,5939,3.4
Indiana,2019,6732219,1971.0,323.7,1443.4,203.8,370.8,249.3,5.6,36.8,79.2,132694,21795,97176,13723,24966,16783,377,2475,5331,3.3
Iowa,2000,2926324,2967.3,558.4,2225.2,183.6,266.4,205.1,1.6,23.1,36.6,86834,16342,65118,5374,7796,6003,46,676,1071,2.7
Iowa,2001,2931967,3023.0,575.9,2259.4,187.8,268.2,205.1,1.7,22.1,39.4,88634,16885,66244,5505,7865,6012,50,649,1154,3.3
Iowa,2002,2935840,3163.6,635.0,2330.2,198.3,285.7,217.2,1.5,27.1,39.8,92877,18643,68411,5823,8388,6378,44,797,1169,4.0
Iowa,2003,2941976,2976.0,595.3,2189.0,191.7,277.9,210.7,1.7,27.1,38.4,87554,17515,64400,5639,8175,6198,50,796,1131,4.4
Iowa,2004,2952904,2904.8,607.1,2106.9,190.8,287.8,220.6,1.5,26.5,39.3,85775,17928,62214,5633,8499,6513,44,782,1160,4.5
Iowa,2005,2965524,2845.0,611.9,2048.0,186.0,293.0,224.5,1.3,28.6,38.9,84370,18147,60723,5500,8697,6657,40,847,1153,4.3
Iowa,2006,2982085,2823.6,609.0,2045.5,169.1,285.7,210.8,1.8,29.2,43.9,84202,18160,60998,5044,8521,6286,55,871,1309,3.7
Iowa,2007,2988046,2648.3,574.8,1908.2,165.3,300.2,222.0,1.3,32.5,44.4,79133,17176,57018,4939,8970,6633,39,970,1328,3.7
Iowa,2008,3002555,2440.4,552.8,1741.8,145.7,288.1,212.8,2.6,31.2,41.6,73273,16598,52299,4376,8651,6388,77,937,1249,4.1
Iowa,2009,3007856,2329.9,545.9,1654.2,129.8,282.1,211.3,1.3,29.6,39.9,70080,16419,49757,3904,8485,6356,38,890,1201,6.4
Iowa,2010,3050202,2253.6,549.0,1580.0,124.6,268.5,205.2,1.2,28.9,33.2,68740,16746,48194,3800,8191,6258,38,883,1012,6.1
Iowa,2011,3064097,2351.2,573.5,1647.2,130.5,257.3,200.7,1.4,28.3,26.9,72043,17573,50472,3998,7883,6149,44,866,824,5.6
Iowa,2012,3074186,2271.8,556.1,1584.8,130.9,263.9,202.8,1.5,28.3,31.3,69839,17096,48720,4023,8112,6234,45,871,962,5.1
Iowa,2013,3090416,2193.9,513.5,1543.0,137.4,271.4,204.6,1.4,35.0,30.4,67800,15868,47686,4246,8388,6323,43,1083,939,4.7
Iowa,2014,3107126,2093.8,464.4,1495.8,133.6,273.5,201.6,1.9,36.3,33.6,65056,14428,46477,4151,8497,6264,60,1128,1045,4.2
Iowa,2015,3123899,2047.3,476.7,1431.6,139.0,286.1,213.2,2.3,37.0,33.5,63957,14892,44723,4342,8936,6661,72,1156,1047,3.7
Iowa,2016,3134693,2086.0,479.5,1447.6,159.0,290.6,212.0,2.3,39.8,36.6,65391,15030,45378,4983,9110,6644,71,1247,1148,3.6
Iowa,2017,3145711,2125.3,479.3,1468.6,177.4,293.4,211.0,3.3,39.2,39.8,66855,15078,46198,5579,9230,6639,104,1234,1253,3.1
Iowa,2018,3156145,1691.5,352.6,1190.4,148.5,250.1,187.9,1.7,30.9,29.5,53385,11127,37571,4687,7893,5931,54,976,932,2.6
Iowa,2019,3155070,1733.7,371.1,1199.6,163.0,266.6,200.4,1.9,36.9,27.4,54699,11710,37847,5142,8410,6323,60,1164,863,2.7
Kansas,2000,2688418,4019.4,799.1,2978.6,241.6,389.4,269.0,6.3,38.0,76.2,108057,21484,80077,6496,10470,7231,169,1022,2048,3.8
Kansas,2001,2702125,3905.7,759.2,2851.0,295.5,403.7,275.7,3.4,35.0,89.7,105537,20514,77038,7985,10909,7449,92,945,2423,4.3
Kansas,2002,2711769,3716.0,725.7,2724.3,266.0,377.2,256.3,2.9,38.2,79.8,100768,19679,73877,7212,10229,6951,78,1035,2165,5.1
Kansas,2003,2724786,4010.4,806.4,2916.6,287.4,397.5,270.6,4.6,39.8,82.5,109276,21973,79471,7832,10831,7374,125,1085,2247,5.5
Kansas,2004,2733697,4015.5,737.0,2967.2,311.3,377.9,265.4,4.5,41.8,66.3,109771,20146,81115,8510,10330,7254,122,1142,1812,5.5
Kansas,2005,2748172,3806.0,692.4,2774.0,340.0,389.0,280.4,3.7,40.0,65.3,104588,19028,76222,9338,10701,7707,101,1098,1795,5.1
Kansas,2006,2764075,3772.0,726.7,2729.7,315.6,432.7,314.0,4.5,46.3,67.9,104260,20086,75450,8724,11960,8678,125,1279,1878,4.4
Kansas,2007,2775997,3709.0,737.1,2662.1,309.8,458.6,335.6,3.8,46.4,72.8,102961,20461,73900,8600,12730,9315,106,1287,2022,4.3
Kansas,2008,2802134,3386.1,701.3,2420.5,264.3,412.3,304.6,4.0,43.8,60.0,94882,19651,67826,7405,11554,8534,113,1226,1681,4.6
Kansas,2009,2818747,3225.9,690.8,2323.7,211.4,406.6,296.9,4.4,41.8,63.4,90930,19473,65499,5958,11460,8370,125,1179,1786,6.9
Kansas,2010,2859143,3116.6,675.6,2230.5,210.6,370.8,273.5,3.4,40.1,53.8,89109,19315,63774,6020,10602,7821,97,1146,1538,7.0
Kansas,2011,2870386,3088.6,651.9,2203.8,232.9,355.7,262.3,3.9,39.1,50.4,88655,18712,63259,6684,10209,7528,111,1122,1448,6.4
Kansas,2012,2885905,3143.2,650.3,2258.0,234.9,354.6,263.2,2.9,36.5,52.0,90710,18767,65165,6778,10232,7595,84,1053,1500,5.7
Kansas,2013,2893957,2946.8,600.4,2117.0,229.5,339.9,248.1,3.9,41.3,46.6,85280,17375,61264,6641,9838,7181,112,1195,1350,5.3
Kansas,2014,2904021,2735.2,545.0,1952.4,237.8,348.6,250.0,3.1,48.6,46.9,79431,15828,56697,6906,10123,7259,91,1411,1362,4.5
Kansas,2015,2911641,2720.1,527.6,1953.5,238.9,389.9,267.6,4.4,55.5,62.4,79199,15362,56880,6957,11353,7792,128,1615,1818,4.2
Kansas,2016,2907289,2695.5,494.1,1962.9,238.6,380.4,274.0,3.8,45.1,57.5,78367,14364,57066,6937,11060,7966,111,1312,1671,4.0
