State,Year,population,property_crime_rate,burglary_rate,larceny_rate,motor_theft_rate,violent_crime_rate,assault_rate,murder_rate,rape_rate,robbery_rate,Data.Totals.Property.All,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Property.Motor,Data.Totals.Violent.All,Data.Totals.Violent.Assault,Data.Totals.Violent.Murder,Data.Totals.Violent.Rape,Data.Totals.Violent.Robbery,Unemployment_rate
Missouri,2008,5911605,3662.7,774.1,2537.4,351.1,502.4,342.3,7.7,27.3,125.1,216522,45763,150002,20757,29701,20238,456,1612,7395,6.2
Missouri,2009,5987580,3370.0,728.0,2350.9,291.1,492.9,335.4,6.5,26.8,124.2,201783,43591,140764,17428,29513,20083,387,1606,7437,9.0
Missouri,2010,5995715,3350.0,737.1,2343.8,269.1,457.7,323.4,7.0,24.1,103.2,200858,44197,140526,16135,27440,19390,420,1445,6185,9.5
Missouri,2011,6008984,3313.1,746.8,2311.2,255.1,447.5,312.5,6.1,24.4,104.4,199085,44875,138879,15331,26888,18778,366,1469,6275,8.6
Missouri,2012,6021988,3314.4,705.2,2338.4,270.8,450.9,323.4,6.5,25.1,96.0,199590,42466,140816,16308,27155,19473,389,1511,5782,7.2
Missouri,2013,6044171,3137.0,643.0,2223.9,270.1,433.4,298.7,6.1,37.8,90.7,189606,38865,134416,16325,26197,18055,371,2287,5484,6.8
Missouri,2014,6063589,2906.5,581.5,2055.3,269.8,442.9,304.8,6.6,39.2,92.2,176237,35258,124622,16357,26856,18482,403,2379,5592,6.2
Missouri,2015,6083672,2854.2,559.0,2015.8,279.4,497.4,342.4,8.3,42.0,104.8,173642,34006,122637,16999,30261,20830,502,2553,6376,5.1
Missouri,2016,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,4.5
Missouri,2017,6113532,2833.9,492.0,2016.0,325.9,530.3,372.0,9.8,44.6,103.9,173253,30081,123251,19921,32420,22740,600,2729,6351,3.7
Missouri,2018,6126452,2647.1,444.9,1878.8,323.4,502.1,359.8,9.9,47.5,84.8,162173,27257,115101,19815,30758,22042,607,2912,5197,3.2
Missouri,2019,6137428,2638.7,430.4,1865.0,343.3,495.0,357.4,9.3,47.5,80.8,161946,26414,114460,21072,30380,21936,568,2917,4959,3.2
Montana,2000,902195,3568.9,437.4,2957.0,210.2,311.1,252.3,2.2,34.1,22.5,32198,3624,26678,1896,2807,2276,20,308,203,4.8
Montana,2001,905382,3332.8,405.4,2726.4,201.1,352.0,302.1,3.8,20.8,25.4,30175,3670,24684,1821,3187,2735,34,188,230,4.6
Montana,2002,910372,3158.2,361.3,2601.0,195.9,351.2,292.3,1.8,26.0,31.1,28751,3289,23679,1783,3197,2661,16,237,283,4.6
Montana,2003,918157,3096.2,405.4,2483.2,207.6,365.0,302.5,3.3,26.8,32.5,28428,3722,22800,1906,3351,2777,30,246,298,4.7
Montana,2004,926920,2936.1,379.2,2382.3,174.6,293.8,235.9,3.2,29.5,25.1,27215,3515,22082,1618,2723,2187,30,273,233,4.5
Montana,2005,934737,3146.0,389.6,2546.0,211.0,282.0,228.7,1.9,32.2,18.9,29407,3642,23794,1971,2634,2138,18,301,177,4.1
Montana,2006,944632,2856.8,357.8,2292.9,206.1,377.3,312.3,3.5,36.8,24.7,26986,3380,21659,1947,3564,2950,33,348,233,3.3
Montana,2007,957861,2906.2,362.9,2329.7,213.6,379.8,314.8,2.8,37.9,24.3,27837,3476,22315,2046,3638,3015,27,363,233,3.4
Montana,2008,967440,2718.5,381.3,2153.5,183.7,311.4,249.2,4.1,37.0,21.1,26300,3689,20834,1777,3013,2411,40,358,204,4.7
Montana,2009,974989,2546.3,378.1,2002.9,165.3,287.0,223.7,3.3,36.6,23.4,24826,3686,19528,1612,2798,2181,32,357,228,7.1
Montana,2010,990958,2564.1,372.6,2035.0,156.5,275.8,224.2,2.5,33.5,15.5,25409,3692,20166,1551,2733,2222,25,332,154,7.2
Montana,2011,997667,2394.1,335.5,1913.4,145.2,276.1,219.4,2.9,36.7,17.1,23885,3347,19089,1449,2755,2189,29,366,171,6.6
Montana,2012,1005141,2583.7,387.4,2028.3,168.0,272.2,212.8,2.7,37.7,19.0,25970,3894,20387,1689,2736,2139,27,379,191,5.8
Montana,2013,1015165,2556.5,400.3,1974.0,182.2,252.9,190.2,2.2,40.4,20.1,25953,4064,20039,1850,2567,1931,22,410,204,5.4
Montana,2014,1023579,2472.9,351.2,1922.1,199.6,323.7,247.4,3.6,52.9,19.8,25312,3595,19674,2043,3313,2532,37,541,203,4.7
Montana,2015,1032949,2623.6,371.6,2017.9,234.1,349.6,272.8,3.5,53.0,20.3,27100,3838,20844,2418,3611,2818,36,547,210,4.3
Montana,2016,1042520,2683.5,377.4,2043.0,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,4.3
Montana,2017,1050493,2591.6,344.1,2000.8,246.7,377.1,286.7,3.9,58.4,28.1,27225,3615,21018,2592,3961,3012,41,613,295,4.1
Montana,2018,1062305,2496.3,306.6,1926.5,263.2,374.1,293.7,3.2,51.9,25.3,26518,3257,20465,2796,3974,3120,34,551,269,3.7
Montana,2019,1068778,2193.2,270.1,1700.6,222.4,404.9,324.9,2.5,58.4,19.2,23440,2887,18176,2377,4328,3472,27,624,205,3.5
Nebraska,2000,1711263,3767.9,592.0,2870.3,305.6,327.6,231.4,3.7,25.5,67.0,64479,10131,49118,5230,5606,3960,63,436,1147,2.8
Nebraska,2001,1720039,4009.4,567.4,3064.6,377.3,303.1,210.0,2.5,25.1,65.6,68963,9760,52713,6490,5214,3612,43,431,1128,3.1
Nebraska,2002,1727564,3946.5,597.9,2977.6,371.0,314.2,205.9,2.8,26.9,78.7,68178,10329,51440,6409,5428,3557,48,464,1359,3.7
Nebraska,2003,1737475,3751.9,583.2,2815.8,352.9,293.8,194.5,3.2,29.0,67.1,65189,10133,48924,6132,5105,3380,56,504,1165,3.9
Nebraska,2004,1747704,3519.6,562.2,2654.9,302.5,308.6,205.7,2.3,35.5,65.1,61512,9826,46399,5287,5393,3595,40,620,1138,3.9
Nebraska,2005,1758163,3432.0,535.1,2580.0,317.0,287.0,192.6,2.5,33.0,59.2,60348,9408,45359,5581,5052,3387,44,581,1040,3.8
Nebraska,2006,1768331,3359.7,539.2,2528.4,292.1,293.9,194.1,2.9,32.6,64.2,59411,9535,44710,5166,5197,3433,51,577,1136,3.0
Nebraska,2007,1774571,3142.4,509.1,2337.7,295.6,311.3,213.5,4.0,31.0,62.8,55765,9035,41484,5246,5524,3788,71,550,1115,2.9
Nebraska,2008,1783432,2879.3,489.6,2152.8,236.9,312.3,202.0,3.9,33.7,72.7,51350,8731,38394,4225,5570,3603,69,601,1297,3.2
Nebraska,2009,1796619,2768.0,485.7,2087.0,195.3,289.4,184.8,2.3,34.3,67.9,49731,8726,37496,3509,5199,3321,41,617,1220,4.7
Nebraska,2010,1830141,2667.9,454.5,2016.0,197.4,278.3,182.8,3.0,36.8,55.7,48827,8318,36896,3613,5093,3345,54,674,1020,4.7
Nebraska,2011,1842234,2762.6,473.6,2066.0,223.0,253.6,158.1,3.7,37.9,53.9,50894,8725,38060,4109,4672,2912,68,699,993,4.4
Nebraska,2012,1855525,2754.9,470.8,2060.7,223.5,259.4,157.4,2.9,38.3,60.9,51118,8735,38236,4147,4814,2920,53,711,1130,3.9
Nebraska,2013,1868516,2623.4,476.3,1908.2,238.9,262.1,160.5,3.1,42.9,55.7,49018,8900,35655,4463,4897,2999,57,801,1040,3.7
Nebraska,2014,1881503,2523.5,422.5,1864.1,236.8,280.4,176.2,2.9,45.8,55.4,47479,7950,35074,4455,5275,3316,54,862,1043,3.3
Nebraska,2015,1896190,2241.1,338.7,1691.4,211.0,274.9,173.1,3.3,46.0,52.4,42495,6422,32072,4001,5212,3283,62,873,994,3.0
Nebraska,2016,1907116,2263.3,337.9,1677.6,247.8,291.0,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,3.1
Nebraska,2017,1920076,2274.0,337.1,1666.0,271.0,305.9,191.2,2.2,62.0,50.4,43663,6472,31988,5203,5873,3671,43,1191,968,3.0
Nebraska,2018,1929268,2079.9,271.9,1555.3,252.6,284.8,179.4,2.3,63.9,39.2,40126,5246,30006,4874,5494,3461,44,1233,756,2.9
Nebraska,2019,1934408,2039.3,245.3,1536.3,257.7,300.9,192.9,2.3,64.8,40.9,39449,4745,29719,4985,5821,3731,45,1253,792,3.1
Nevada,2000,1998257,3744.4,877.1,2208.2,659.2,524.2,247.3,6.5,43.0,227.3,74823,17526,44125,13172,10474,4942,129,860,4543,4.1
Nevada,2001,2097722,3693.8,844.3,2148.7,700.9,589.2,303.4,8.6,42.1,235.1,77486,17711,45073,14702,12359,6364,180,883,4932,5.2
Nevada,2002,2167455,3870.7,874.3,2189.6,806.8,639.3,352.0,8.4,42.8,236.1,83896,18951,47459,17486,13856,7629,181,928,5118,5.7
Nevada,2003,2242207,4287.2,979.3,2378.1,929.8,616.0,335.4,8.8,38.8,233.0,96128,21958,53321,20849,13813,7520,197,871,5225,5.3
Nevada,2004,2332898,4210.0,992.0,2247.8,970.3,616.4,357.8,7.4,40.9,210.3,98215,23142,52438,22635,14379,8348,172,954,4905,4.4
Nevada,2005,2412301,4246.0,973.4,2156.0,1116.0,608.0,361.9,8.5,42.1,194.9,102424,23481,52012,26931,14654,8730,206,1016,4702,4.1
Nevada,2006,2495529,4100.9,997.9,2020.8,1082.2,748.8,414.0,9.1,43.8,282.0,102338,24902,50429,27007,18687,10331,226,1092,7038,4.0
Nevada,2007,2565382,3785.7,971.0,1942.9,871.7,754.9,434.2,7.5,42.7,270.4,97118,24911,49844,22363,19365,11138,193,1096,6938,4.6
Nevada,2008,2600167,3461.5,932.8,1915.8,613.0,729.7,431.4,6.3,42.5,249.4,90006,24254,49814,15938,18973,11216,165,1106,6486,6.9
Nevada,2009,2643085,3063.7,836.7,1757.9,469.1,705.2,432.5,5.9,38.7,228.1,80976,22115,46463,12398,18639,11431,156,1024,6028,11.7
Nevada,2010,2704283,2773.5,824.1,1572.8,376.6,663.0,425.5,5.8,35.7,195.9,75004,22286,42533,10185,17929,11508,158,965,5298,13.8
Nevada,2011,2720028,2576.3,747.9,1476.3,352.1,568.1,371.0,5.1,33.6,158.4,70075,20342,40156,9577,15452,10092,139,913,4308,13.3
Nevada,2012,2758931,2809.4,801.8,1644.6,363.1,607.6,391.1,4.5,33.7,178.3,77510,22120,45372,10018,16763,10790,124,931,4918,11.6
Nevada,2013,2790136,2837.7,826.0,1653.4,358.3,603.0,360.6,5.8,50.8,185.8,79177,23047,46132,9998,16824,10060,163,1418,5183,10.0
Nevada,2014,2839099,2625.4,772.3,1494.3,358.7,635.6,372.1,6.0,47.8,209.7,74538,21927,42426,10185,18045,10564,170,1357,5954,8.2
Nevada,2015,2890845,2668.3,773.5,1502.2,392.7,695.9,413.9,6.2,58.4,217.5,77137,22360,43426,11351,20118,11965,178,1688,6287,6.8
Nevada,2016,2940058,2586.6,641.1,1497.1,448.3,678.1,395.9,7.6,58.9,215.6,76047,18850,44017,13180,19936,11639,224,1733,6340,5.8
Nevada,2017,2998039,2612.4,668.7,1516.4,427.3,555.9,322.3,9.1,63.0,161.5,78322,20049,45461,12812,16667,9662,274,1890,4841,5.0
Nevada,2018,3034392,2438.2,584.7,1461.2,392.3,541.1,330.4,6.7,76.8,127.3,73985,17743,44338,11904,16420,10027,202,2329,3862,4.4
Nevada,2019,3080156,2322.1,503.5,1453.0,365.6,493.8,312.3,4.6,70.2,106.7,71525,15510,44755,11260,15210,9620,143,2161,3286,4.1
New Hampshire,2000,1235786,2257.8,404.0,1680.0,173.8,175.4,94.7,1.8,42.2,36.7,27901,4992,20761,2148,2167,1170,22,522,453,2.7
New Hampshire,2001,1259359,2151.0,388.2,1592.9,169.9,170.2,97.2,1.3,36.4,35.3,27089,4889,20060,2140,2144,1224,17,458,445,3.4
New Hampshire,2002,1274405,2059.8,379.6,1527.6,152.5,161.3,93.0,0.9,35.0,32.4,26250,4838,19468,1944,2056,1185,12,446,413,4.5
New Hampshire,2003,1288705,2052.9,356.1,1546.8,150.0,150.3,77.8,1.3,34.0,37.2,26456,4589,19934,1933,1937,1002,17,438,480,4.5
New Hampshire,2004,1299169,2051.9,383.2,1518.1,150.6,169.5,93.8,1.3,35.9,38.5,26658,4979,19723,1956,2202,1219,17,466,500,3.8
New Hampshire,2005,1306819,1839.0,320.8,1415.0,103.0,135.0,74.3,1.5,31.1,27.9,24031,4192,18493,1346,1761,971,19,406,365,3.6
New Hampshire,2006,1314895,1981.9,334.2,1534.6,113.0,138.8,79.2,1.0,22.4,33.1,26060,4395,20179,1486,1785,1042,13,295,435,3.5
New Hampshire,2007,1315828,2005.9,385.6,1513.0,107.2,144.1,81.8,0.9,27.1,34.3,26394,5074,19909,1411,1896,1076,12,357,451,3.5
New Hampshire,2008,1315809,2157.4,324.2,1726.2,106.9,156.1,93.8,1.1,29.3,32.0,28387,4266,22714,1407,2054,1234,14,385,421,3.7
New Hampshire,2009,1324575,2173.5,371.1,1717.4,85.1,160.4,95.2,0.8,30.1,34.3,28790,4915,22748,1127,2125,1261,11,399,454,6.1
New Hampshire,2010,1316807,2219.8,413.4,1730.6,75.7,167.4,101.0,1.0,31.2,34.2,29230,5444,22789,997,2204,1330,13,411,450,6.1
New Hampshire,2011,1317807,2485.6,473.8,1927.3,84.5,217.3,133.4,1.2,44.1,38.6,32756,6244,25398,1114,2864,1758,16,581,509,5.5
New Hampshire,2012,1320718,2324.0,412.2,1834.3,77.5,187.9,117.0,1.1,34.0,35.7,30693,5444,24226,1023,2481,1545,15,449,472,5.4
New Hampshire,2013,1323459,2194.3,373.0,1750.3,71.0,215.3,112.7,1.7,51.8,49.0,29040,4936,23164,940,2849,1492,22,686,649,5.3
New Hampshire,2014,1326813,1962.7,313.7,1584.4,64.6,196.1,110.0,0.9,44.8,40.5,26041,4162,21022,857,2602,1459,12,594,537,4.3
New Hampshire,2015,1330608,1745.7,260.6,1418.2,67.0,199.3,116.0,1.1,47.1,35.2,23229,3467,18871,891,2652,1543,14,627,468,3.4
New Hampshire,2016,1334795,1512.9,222.0,1225.7,65.3,197.6,120.7,1.3,43.6,32.0,20194,2963,16360,871,2637,1611,17,582,427,2.9
New Hampshire,2017,1342795,1381.8,191.7,1122.0,68.1,198.7,117.1,1.0,49.4,31.2,18555,2574,15066,915,2668,1572,14,663,419,2.8
New Hampshire,2018,1356458,1248.5,136.2,1048.2,64.1,173.2,105.8,1.5,39.4,26.5,16935,1847,14219,869,2349,1435,21,534,359,2.6
New Hampshire,2019,1359711,1209.2,126.3,1017.3,65.7,152.5,83.7,2.4,43.4,23.0,16442,1717,13832,893,2074,1138,33,590,313,2.6
New Jersey,2000,8414350,2776.6,522.0,1848.8,405.9,383.8,203.2,3.4,16.1,161.1,233637,43924,155562,34151,32298,17099,289,1357,13553,3.7
New Jersey,2001,8511116,2826.3,550.0,1833.3,443.0,388.8,204.1,3.9,15.0,165.8,240551,46812,156031,37708,33094,17370,336,1278,14110,4.2
New Jersey,2002,8575252,2655.5,511.9,1726.6,417.0,376.1,193.5,4.0,15.9,162.7,227715,43899,148061,35755,32252,16593,339,1365,13955,5.8
New Jersey,2003,8642412,2549.6,502.8,1646.4,400.4,364.3,190.4,4.7,14.9,154.4,220350,43457,142287,34606,31488,16452,406,1288,13342,5.8
New Jersey,2004,8685166,2433.0,472.4,1611.7,348.9,356.3,185.9,4.5,15.3,150.6,211313,41030,139977,30306,30943,16144,392,1331,13076,4.9
New Jersey,2005,8703150,2337.0,447.9,1571.0,318.0,355.0,184.7,4.8,13.9,151.8,203391,38980,136728,27683,30919,16079,417,1208,13215,4.4
New Jersey,2006,8724560,2278.9,451.4,1543.8,283.7,350.2,178.4,4.9,13.8,153.1,198820,39384,134687,24749,30550,15562,427,1201,13360,4.6
New Jersey,2007,8685920,2214.4,428.7,1532.9,252.8,328.6,167.7,4.4,11.9,144.7,192338,37234,133145,21959,28544,14564,381,1032,12567,4.2
New Jersey,2008,8682661,2293.4,465.3,1595.7,232.4,326.5,163.0,4.3,12.9,146.3,199127,40402,138545,20180,28351,14152,376,1122,12701,5.4
New Jersey,2009,8707739,2075.8,424.3,1473.4,178.0,311.4,162.1,3.7,12.0,133.7,180752,36945,128303,15504,27113,14114,319,1041,11639,9.0
New Jersey,2010,8799593,2080.1,440.2,1463.2,176.8,307.5,157.8,4.2,11.1,134.3,183042,38732,128754,15556,27055,13885,371,981,11818,9.7
New Jersey,2011,8834773,2147.4,489.4,1460.9,197.1,307.9,154.0,4.3,11.4,138.2,189719,43238,129066,17415,27203,13608,380,1006,12209,9.4
New Jersey,2012,8864590,2047.3,477.6,1383.7,185.9,290.2,145.7,4.4,11.7,128.4,181481,42338,122662,16481,25727,12919,388,1035,11385,9.4
New Jersey,2013,8899339,1882.8,403.1,1325.2,154.5,288.5,135.6,4.5,12.6,135.8,167556,35873,117936,13747,25674,12071,401,1120,12082,8.4
New Jersey,2014,8938175,1734.1,354.8,1248.3,131.0,261.2,125.6,3.9,14.3,117.5,154993,31710,111578,11705,23346,11225,349,1274,10498,6.7
New Jersey,2015,8958013,1626.5,312.1,1182.9,131.5,255.4,127.4,4.1,15.3,108.6,145701,27960,105963,11778,22879,11414,363,1373,9729,5.7
New Jersey,2016,8944469,1544.6,282.7,1135.2,126.6,245.0,124.2,4.2,16.2,100.4,138152,25284,101540,11328,21914,11105,372,1453,8984,4.9
New Jersey,2017,9005644,1555.5,265.3,1155.1,135.1,228.8,120.8,3.6,16.7,87.7,140086,23891,104025,12170,20604,10880,324,1505,7895,4.5
New Jersey,2018,8908520,1404.9,215.9,1065.1,123.9,208.1,117.4,3.2,16.0,71.4,125156,19232,94887,11037,18537,10463,286,1424,6364,4.0
New Jersey,2019,8882190,1335.7,184.6,1034.7,116.4,206.9,122.2,2.9,17.2,64.5,118637,16399,91902,10336,18375,10852,262,1531,5730,3.5
New Mexico,2000,1819046,4761.0,1173.1,3184.4,403.6,757.9,562.4,7.4,50.7,137.4,86605,21339,57925,7341,13786,10230,135,922,2499,5.0
New Mexico,2001,1830935,4538.4,1067.9,3080.7,389.8,780.4,581.3,5.4,46.4,147.2,83095,19552,56406,7137,14288,10644,99,850,2695,5.0
New Mexico,2002,1852044,4345.3,1060.1,2883.6,401.6,740.7,558.0,8.2,55.5,119.1,80477,19634,53406,7437,13719,10334,152,1027,2206,5.5
New Mexico,2003,1878562,4089.1,1011.3,2693.3,384.5,667.3,507.9,6.2,50.0,103.1,76816,18997,50595,7224,12535,9542,116,940,1937,5.9
New Mexico,2004,1903006,4198.4,1047.0,2736.1,415.2,687.4,515.6,8.9,54.6,108.4,79895,19924,52069,7902,13081,9811,169,1039,2062,5.6
New Mexico,2005,1925985,4132.0,1087.2,2633.0,412.0,646.0,486.5,7.5,54.1,98.3,79575,20939,50707,7929,12448,9370,144,1041,1893,5.2
New Mexico,2006,1954599,3888.3,1069.6,2346.5,472.2,654.7,485.8,6.9,54.9,107.2,76000,20906,45864,9230,12797,9495,134,1073,2095,4.2
New Mexico,2007,1969915,3815.8,1057.1,2306.8,451.9,675.7,496.3,9.3,52.2,117.9,75168,20823,45442,8903,13311,9777,183,1028,2323,3.6
New Mexico,2008,1984356,3815.7,1043.5,2368.3,404.0,653.5,480.6,8.1,56.3,108.4,75718,20706,46995,8017,12967,9537,161,1118,2151,4.3
New Mexico,2009,2009671,3714.0,1092.5,2298.0,323.5,632.4,473.2,9.9,53.2,96.1,74639,21955,46182,6502,12709,9510,198,1069,1932,7.1
New Mexico,2010,2065913,3425.9,1017.6,2154.2,254.1,588.0,456.6,6.8,46.4,78.2,70776,21023,44503,5250,12147,9432,140,959,1616,7.8
New Mexico,2011,2078674,3538.3,1030.4,2248.1,259.8,572.7,441.1,7.6,41.2,82.7,73549,21419,46730,5400,11904,9170,158,856,1720,7.2
New Mexico,2012,2085538,3600.7,1025.3,2313.4,261.9,559.1,419.1,5.6,45.9,88.6,75094,21384,48247,5463,11660,8740,116,957,1847,7.0
New Mexico,2013,2085287,3704.8,1029.9,2391.8,283.2,613.0,449.9,6.0,70.3,86.8,77256,21476,49875,5905,12782,9382,125,1465,1810,6.9
New Mexico,2014,2085572,3542.3,887.3,2353.4,301.6,597.4,421.8,4.8,70.7,100.0,73877,18505,49082,6290,12459,8797,101,1475,2086,6.6
New Mexico,2015,2085109,3697.4,819.4,2469.1,408.9,656.1,451.2,5.6,80.2,119.2,77094,17085,51483,8526,13681,9407,117,1672,2485,6.6
New Mexico,2016,2081015,3937.1,830.4,2542.4,564.3,702.5,491.0,6.7,73.3,131.5,81931,17281,52907,11743,14619,10217,139,1526,2737,6.7
New Mexico,2017,2088070,3941.7,858.1,2519.9,563.8,783.5,537.8,7.1,60.3,178.3,82306,17917,52617,11772,16359,11230,148,1259,3722,6.1
New Mexico,2018,2095428,3419.7,767.8,2166.1,485.8,856.6,648.9,8.0,64.6,135.1,71657,16088,45390,10179,17949,13598,167,1354,2830,4.9
New Mexico,2019,2096829,3112.7,696.8,1988.8,427.2,832.2,650.5,8.6,61.4,111.6,65269,14610,41702,8957,17450,13640,181,1288,2341,5.0
New York,2000,18976457,2545.7,463.4,1796.4,285.8,553.9,316.7,5.0,18.6,213.6,483078,87946,340901,54231,105111,60090,952,3530,40539,4.5
New York,2001,19084350,2399.9,421.3,1725.6,253.0,513.6,298.5,5.0,18.6,191.5,458003,80400,329316,48287,98022,56961,960,3546,36555,4.9
New York,2002,19134293,2310.5,400.9,1662.1,247.5,496.6,280.0,4.8,20.3,191.6,442091,76700,318025,47366,95030,53583,909,3885,36653,6.2
New York,2003,19212425,2249.0,392.7,1620.9,235.3,465.8,255.0,4.9,19.6,186.3,432079,75453,311422,45204,89486,48987,934,3775,35790,6.4
New York,2004,19280727,2192.5,366.7,1613.2,212.7,440.4,243.3,4.6,18.7,173.8,422734,70696,311036,41002,84914,46911,889,3608,33506,5.8
New York,2005,19315721,2102.0,352.2,1565.0,185.0,444.0,238.9,4.5,18.8,182.1,405990,68034,302220,35736,85839,46150,874,3636,35179,5.0
New York,2006,19306183,2064.5,355.4,1542.7,166.4,435.2,235.5,4.8,16.4,178.5,398577,68617,297827,32133,84016,45467,922,3168,34459,4.5
New York,2007,19297729,1987.9,336.4,1506.3,145.2,414.4,233.9,4.2,15.2,161.1,383624,64914,290681,28029,79962,45144,805,2928,31085,4.4
New York,2008,19490297,1993.8,336.3,1528.8,128.7,397.9,216.1,4.3,14.4,163.1,388599,65544,297962,25093,77546,42125,836,2798,31787,5.4
New York,2009,19541453,1932.0,321.2,1498.8,111.9,384.4,223.1,4.0,13.2,144.0,377537,62769,292897,21871,75110,43606,781,2582,28141,8.4
New York,2010,19395206,1957.8,339.5,1511.9,106.4,394.4,227.9,4.5,14.4,147.6,379710,65839,293232,20639,76492,44197,868,2797,28630,8.7
New York,2011,19501616,1906.7,334.5,1473.5,98.7,397.2,233.5,3.9,14.1,145.7,371837,65227,287361,19249,77463,45538,769,2751,28405,8.3
New York,2012,19570261,1922.0,329.9,1503.5,88.6,406.8,242.3,3.5,14.6,146.4,376140,64553,294239,17348,79610,47423,684,2848,28655,8.6
New York,2013,19651127,1824.8,287.2,1458.8,78.8,393.7,234.7,3.3,17.1,138.6,358598,56442,286674,15482,77372,46130,648,3353,27241,7.8
New York,2014,19746227,1718.2,257.2,1381.4,79.7,381.8,229.4,3.1,27.5,121.8,339282,50781,272765,15736,75398,45303,617,5433,24045,6.3
New York,2015,19795791,1604.0,223.7,1303.0,77.4,379.7,225.0,3.1,30.7,120.9,317529,44276,257940,15313,75165,44546,609,6074,23936,5.2
New York,2016,19745289,1545.6,201.7,1271.0,72.9,376.2,228.3,3.2,31.7,113.0,305181,39821,250968,14392,74285,45079,630,6260,22316,4.9
New York,2017,19849399,1514.2,176.3,1270.3,67.6,356.7,220.8,2.8,31.9,101.3,300555,35002,252143,13410,70799,43819,548,6324,20108,4.6
New York,2018,19542209,1440.5,159.3,1214.0,67.2,350.5,220.9,2.9,33.6,93.1,281507,31137,237233,13137,68495,43171,562,6575,18187,4.1
New York,2019,19453561,1373.3,141.9,1166.1,65.3,358.6,229.0,2.9,33.8,92.9,267155,27600,226851,12704,69764,44555,558,6583,18068,3.9
North Carolina,2000,8049313,4421.8,1216.1,2891.8,313.9,497.6,307.0,7.0,27.1,156.5,355921,97888,232767,25266,40051,24715,560,2181,12595,3.7
North Carolina,2001,8206105,4433.0,1241.6,2891.0,300.3,493.1,299.4,6.2,25.4,162.1,363777,101889,237241,24647,40465,24573,505,2083,13304,5.6
North Carolina,2002,8305820,4258.6,1198.4,2760.8,299.4,471.0,291.0,6.6,26.4,146.9,353708,99535,229307,24866,39118,24169,548,2196,12205,6.9
North Carolina,2003,8421190,4270.9,1195.6,2755.9,319.3,454.1,277.5,6.0,25.4,145.2,359660,100687,232081,26892,38243,23369,506,2139,12229,6.7
North Carolina,2004,8540468,4160.5,1184.9,2659.7,316.0,447.8,276.2,6.2,27.4,138.0,355328,101193,227147,26988,38244,23591,532,2339,11782,5.9
North Carolina,2005,8672459,4080.0,1202.6,2549.0,328.0,469.0,289.7,6.7,26.5,145.7,353855,104298,221091,28466,40650,25128,585,2302,12635,5.6
North Carolina,2006,8856505,4116.2,1211.9,2564.4,339.9,475.2,288.9,6.1,28.2,152.1,364549,107333,227114,30102,42088,25586,539,2495,13468,5.1
North Carolina,2007,9061032,4082.2,1199.6,2574.1,308.5,466.1,283.9,6.4,26.3,149.4,369893,108700,233241,27952,42231,25727,584,2386,13534,5.1
North Carolina,2008,9222414,4041.9,1209.6,2542.5,289.8,467.6,280.9,6.5,24.9,155.3,372763,111556,234480,26727,43125,25907,599,2296,14323,6.2
North Carolina,2009,9380884,3663.9,1149.5,2301.7,212.7,404.5,248.7,5.2,24.6,126.1,343707,107830,215923,19954,37946,23326,489,2306,11825,11.0
North Carolina,2010,9560234,3443.5,1075.6,2176.3,191.6,362.7,236.2,5.0,20.9,100.6,329202,102826,208057,18319,34679,22583,474,2002,9620,10.7
North Carolina,2011,9651103,3500.2,1093.5,2232.4,174.3,346.3,222.9,5.2,20.3,97.9,337806,105534,215453,16819,33421,21516,498,1959,9448,10.3
North Carolina,2012,9752073,3369.5,1018.5,2185.7,165.3,353.4,231.8,4.9,20.3,96.3,328594,99323,213151,16120,34464,22609,479,1984,9392,9.5
North Carolina,2013,9848060,3128.0,921.0,2058.7,148.3,342.2,218.4,4.8,24.1,94.9,308049,90702,202741,14606,33700,21513,469,2369,9349,7.8
North Carolina,2014,9943964,2873.1,798.2,1937.8,137.1,329.5,215.4,5.1,24.3,84.6,285697,79373,192694,13630,32767,21421,510,2420,8416,6.1
North Carolina,2015,10042802,2750.1,745.2,1871.1,133.8,347.0,227.3,5.1,26.7,87.9,276183,74841,187907,13435,34852,22826,517,2684,8825,5.7
North Carolina,2016,10146788,2737.5,710.4,1876.2,150.8,372.2,245.5,6.7,28.1,92.0,277765,72082,190377,15306,37769,24906,678,2849,9336,5.1
North Carolina,2017,10273419,2545.3,630.6,1760.9,153.8,363.7,240.5,5.8,26.4,91.0,261486,64786,180902,15798,37364,24708,591,2715,9350,4.5
North Carolina,2018,10383620,2494.1,599.9,1724.4,169.8,377.6,265.1,6.0,25.4,81.1,258979,62290,179057,17632,39210,27526,628,2633,8423,4.0
North Carolina,2019,10488084,2357.3,519.1,1666.0,172.2,371.8,262.4,6.0,31.0,72.5,247236,54447,174728,18061,38995,27517,632,3247,7599,3.9
North Dakota,2000,642200,2206.6,325.9,1727.2,153.5,81.4,45.8,0.6,26.3,8.7,14171,2093,11092,986,523,294,4,169,56,3.0
